,zones,catetgory,place,within,Value
4166,Overakker,Retail,Department store,Within 10 km,6.1
4167,Overakker,Retail,Department store,Within 20 km,16.0
4168,Overakker,Retail,Department store,Within 5 km,2.6
4171,Overakker,Retail,Grocery stores,Within 1 km,3.2
4172,Overakker,Retail,Grocery stores,Within 3 km,11.4
4173,Overakker,Retail,Grocery stores,Within 5 km,34.2
4174,Overakker,Retail,Grocery stores,Within 1 km,9.2
4175,Overakker,Retail,Grocery stores,Within 3 km,48.9
4176,Overakker,Retail,Grocery stores,Within 5 km,140.3
4181,Overkroeten,Childcare,Daycare centres,Within 1 km,2.3
4182,Overkroeten,Childcare,Daycare centres,Within 3 km,8.8
4183,Overkroeten,Childcare,Daycare centres,Within 5 km,17.9
4185,Overkroeten,Childcare,Out-of-school care,Within 1 km,2.2
4186,Overkroeten,Childcare,Out-of-school care,Within 3 km,7.5
4187,Overkroeten,Childcare,Out-of-school care,Within 5 km,16.1
4190,Overkroeten,Education,Primary education,Within 1 km,2.0
4191,Overkroeten,Education,Primary education,Within 3 km,5.4
4192,Overkroeten,Education,Primary education,Within 5 km,9.7
4222,Overkroeten,Health and well-being,General Practitioner's Practice,Within 1 km,0.7
4223,Overkroeten,Health and well-being,General Practitioner's Practice,Within 3 km,2.2
4224,Overkroeten,Health and well-being,General Practitioner's Practice,Within 5 km,7.5
4226,Overkroeten,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.0
4227,Overkroeten,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
4228,Overkroeten,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,0.0
4230,Overkroeten,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,2.0
4231,Overkroeten,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,5.1
4232,Overkroeten,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,0.0
4238,Overkroeten,Hospitality,Cafes etc.,Within 1 km,0.1
4239,Overkroeten,Hospitality,Cafes etc.,Within 3 km,2.0
4240,Overkroeten,Hospitality,Cafes etc.,Within 5 km,5.4
4242,Overkroeten,Hospitality,Cafeterias etc.,Within 1 km,0.2
4243,Overkroeten,Hospitality,Cafeterias etc.,Within 3 km,5.1
4244,Overkroeten,Hospitality,Cafeterias etc.,Within 5 km,13.7
4246,Overkroeten,Hospitality,Hotels etc.,Within 10 5km,17.4
4247,Overkroeten,Hospitality,Hotels etc.,Within 20 km,40.4
4248,Overkroeten,Hospitality,Hotels etc.,Within 5 km,1.0
4250,Overkroeten,Hospitality,Restaurants,Within 1 km,0.7
4251,Overkroeten,Hospitality,Restaurants,Within 3 km,6.0
4252,Overkroeten,Hospitality,Restaurants,Within 5 km,14.2
4254,Overkroeten,Leisure and culture,Cinema,Within 10 km,2.0
4255,Overkroeten,Leisure and culture,Cinema,Within 20 km,4.0
4256,Overkroeten,Leisure and culture,Cinema,Within 5 km,0.0
4259,Overkroeten,Leisure and culture,Museum,Within 10 km,1.0
4260,Overkroeten,Leisure and culture,Museum,Within 20 km,8.5
4261,Overkroeten,Leisure and culture,Museum,Within 5 km,0.0
4264,Overkroeten,Leisure and culture,Performing arts (excl. festivals),Within 10 km,2.0
4265,Overkroeten,Leisure and culture,Performing arts (excl. festivals),Within 20 km,6.4
4266,Overkroeten,Leisure and culture,Performing arts (excl. festivals),Within 5 km,0.0
4270,Overkroeten,Leisure and culture,Recreation,Within 10 km,4.0
4271,Overkroeten,Leisure and culture,Recreation,Within 20 km,10.0
4272,Overkroeten,Leisure and culture,Recreation,Within 50 km,37.3
4276,Overkroeten,Retail,Department store,Within 10 km,6.0
4277,Overkroeten,Retail,Department store,Within 20 km,13.0
4278,Overkroeten,Retail,Department store,Within 5 km,1.7
4281,Overkroeten,Retail,Grocery stores,Within 1 km,1.0
4282,Overkroeten,Retail,Grocery stores,Within 3 km,3.0
4283,Overkroeten,Retail,Grocery stores,Within 5 km,7.9
4284,Overkroeten,Retail,Grocery stores,Within 1 km,3.7
4285,Overkroeten,Retail,Grocery stores,Within 3 km,11.0
4286,Overkroeten,Retail,Grocery stores,Within 5 km,21.7
4291,Princenhage,Childcare,Daycare centres,Within 1 km,4.3
4292,Princenhage,Childcare,Daycare centres,Within 3 km,20.0
4293,Princenhage,Childcare,Daycare centres,Within 5 km,52.8
4295,Princenhage,Childcare,Out-of-school care,Within 1 km,5.9
4296,Princenhage,Childcare,Out-of-school care,Within 3 km,19.6
4297,Princenhage,Childcare,Out-of-school care,Within 5 km,46.2
4300,Princenhage,Education,Primary education,Within 1 km,1.9
4301,Princenhage,Education,Primary education,Within 3 km,7.5
4302,Princenhage,Education,Primary education,Within 5 km,19.9
4332,Princenhage,Health and well-being,General Practitioner's Practice,Within 1 km,1.6
4333,Princenhage,Health and well-being,General Practitioner's Practice,Within 3 km,7.2
4334,Princenhage,Health and well-being,General Practitioner's Practice,Within 5 km,17.9
4336,Princenhage,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.0
4337,Princenhage,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
4338,Princenhage,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,1.4
4340,Princenhage,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,4.0
4341,Princenhage,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,6.0
4342,Princenhage,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,1.4
4348,Princenhage,Hospitality,Cafes etc.,Within 1 km,2.5
4349,Princenhage,Hospitality,Cafes etc.,Within 3 km,33.0
4350,Princenhage,Hospitality,Cafes etc.,Within 5 km,114.5
4352,Princenhage,Hospitality,Cafeterias etc.,Within 1 km,6.1
4353,Princenhage,Hospitality,Cafeterias etc.,Within 3 km,49.0
4354,Princenhage,Hospitality,Cafeterias etc.,Within 5 km,154.7
4356,Princenhage,Hospitality,Hotels etc.,Within 10 5km,22.0
4357,Princenhage,Hospitality,Hotels etc.,Within 20 km,41.0
4358,Princenhage,Hospitality,Hotels etc.,Within 5 km,13.3
4360,Princenhage,Hospitality,Restaurants,Within 1 km,4.6
4361,Princenhage,Hospitality,Restaurants,Within 3 km,50.1
4362,Princenhage,Hospitality,Restaurants,Within 5 km,176.7
4364,Princenhage,Leisure and culture,Cinema,Within 10 km,4.0
4365,Princenhage,Leisure and culture,Cinema,Within 20 km,4.0
4366,Princenhage,Leisure and culture,Cinema,Within 5 km,2.0
4369,Princenhage,Leisure and culture,Museum,Within 10 km,3.1
4370,Princenhage,Leisure and culture,Museum,Within 20 km,9.1
4371,Princenhage,Leisure and culture,Museum,Within 5 km,1.0
4374,Princenhage,Leisure and culture,Performing arts (excl. festivals),Within 10 km,3.0
4375,Princenhage,Leisure and culture,Performing arts (excl. festivals),Within 20 km,6.1
4376,Princenhage,Leisure and culture,Performing arts (excl. festivals),Within 5 km,2.0
4380,Princenhage,Leisure and culture,Recreation,Within 10 km,6.0
4381,Princenhage,Leisure and culture,Recreation,Within 20 km,10.0
4382,Princenhage,Leisure and culture,Recreation,Within 50 km,36.6
4386,Princenhage,Retail,Department store,Within 10 km,7.0
4387,Princenhage,Retail,Department store,Within 20 km,14.9
4388,Princenhage,Retail,Department store,Within 5 km,3.9
4391,Princenhage,Retail,Grocery stores,Within 1 km,1.8
4392,Princenhage,Retail,Grocery stores,Within 3 km,11.6
4393,Princenhage,Retail,Grocery stores,Within 5 km,32.3
4394,Princenhage,Retail,Grocery stores,Within 1 km,7.5
4395,Princenhage,Retail,Grocery stores,Within 3 km,44.8
4396,Princenhage,Retail,Grocery stores,Within 5 km,121.8
4401,Prinsenbeek,Childcare,Daycare centres,Within 1 km,2.5
4402,Prinsenbeek,Childcare,Daycare centres,Within 3 km,7.9
4403,Prinsenbeek,Childcare,Daycare centres,Within 5 km,26.6
4405,Prinsenbeek,Childcare,Out-of-school care,Within 1 km,2.2
4406,Prinsenbeek,Childcare,Out-of-school care,Within 3 km,6.7
4407,Prinsenbeek,Childcare,Out-of-school care,Within 5 km,24.4
4410,Prinsenbeek,Education,Primary education,Within 1 km,1.2
4411,Prinsenbeek,Education,Primary education,Within 3 km,2.7
4412,Prinsenbeek,Education,Primary education,Within 5 km,10.5
4442,Prinsenbeek,Health and well-being,General Practitioner's Practice,Within 1 km,0.5
4443,Prinsenbeek,Health and well-being,General Practitioner's Practice,Within 3 km,1.5
4444,Prinsenbeek,Health and well-being,General Practitioner's Practice,Within 5 km,9.2
4446,Prinsenbeek,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.0
4447,Prinsenbeek,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
4448,Prinsenbeek,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,0.1
4450,Prinsenbeek,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,4.0
4451,Prinsenbeek,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,6.0
4452,Prinsenbeek,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,0.1
4458,Prinsenbeek,Hospitality,Cafes etc.,Within 1 km,2.8
4459,Prinsenbeek,Hospitality,Cafes etc.,Within 3 km,6.1
4460,Prinsenbeek,Hospitality,Cafes etc.,Within 5 km,21.2
4462,Prinsenbeek,Hospitality,Cafeterias etc.,Within 1 km,2.1
4463,Prinsenbeek,Hospitality,Cafeterias etc.,Within 3 km,6.3
4464,Prinsenbeek,Hospitality,Cafeterias etc.,Within 5 km,33.8
4466,Prinsenbeek,Hospitality,Hotels etc.,Within 10 5km,20.8
4467,Prinsenbeek,Hospitality,Hotels etc.,Within 20 km,38.9
4468,Prinsenbeek,Hospitality,Hotels etc.,Within 5 km,3.2
4470,Prinsenbeek,Hospitality,Restaurants,Within 1 km,2.8
4471,Prinsenbeek,Hospitality,Restaurants,Within 3 km,8.8
4472,Prinsenbeek,Hospitality,Restaurants,Within 5 km,32.3
4474,Prinsenbeek,Leisure and culture,Cinema,Within 10 km,3.0
4475,Prinsenbeek,Leisure and culture,Cinema,Within 20 km,4.0
4476,Prinsenbeek,Leisure and culture,Cinema,Within 5 km,0.0
4479,Prinsenbeek,Leisure and culture,Museum,Within 10 km,3.0
4480,Prinsenbeek,Leisure and culture,Museum,Within 20 km,10.0
4481,Prinsenbeek,Leisure and culture,Museum,Within 5 km,0.1
4484,Prinsenbeek,Leisure and culture,Performing arts (excl. festivals),Within 10 km,3.0
4485,Prinsenbeek,Leisure and culture,Performing arts (excl. festivals),Within 20 km,6.0
4486,Prinsenbeek,Leisure and culture,Performing arts (excl. festivals),Within 5 km,0.0
4490,Prinsenbeek,Leisure and culture,Recreation,Within 10 km,4.0
4491,Prinsenbeek,Leisure and culture,Recreation,Within 20 km,9.8
4492,Prinsenbeek,Leisure and culture,Recreation,Within 50 km,39.0
4496,Prinsenbeek,Retail,Department store,Within 10 km,7.2
4497,Prinsenbeek,Retail,Department store,Within 20 km,13.4
4498,Prinsenbeek,Retail,Department store,Within 5 km,2.0
4501,Prinsenbeek,Retail,Grocery stores,Within 1 km,1.5
4502,Prinsenbeek,Retail,Grocery stores,Within 3 km,3.3
4503,Prinsenbeek,Retail,Grocery stores,Within 5 km,12.7
4504,Prinsenbeek,Retail,Grocery stores,Within 1 km,5.3
4505,Prinsenbeek,Retail,Grocery stores,Within 3 km,10.6
4506,Prinsenbeek,Retail,Grocery stores,Within 5 km,37.0
4511,Ruitersbos,Childcare,Daycare centres,Within 1 km,3.9
4512,Ruitersbos,Childcare,Daycare centres,Within 3 km,30.5
4513,Ruitersbos,Childcare,Daycare centres,Within 5 km,59.5
